71998 123379
26389 65332 1
58300 58301 1
16767 650 1
41294 49590 1
41294 49589 1
41294 49588 1
27412 3521 1
68249 68250 1
13990 39382 1
31737 31742 1
31737 31741 1
31737 31740 1
2385 59754 1
2385 59755 1
31737 31739 1
27412 3504 1
31737 31738 1
2385 59785 1
31700 31701 1
2385 59774 1
33897 6866 1
4698 4699 1
39317 41633 1
63040 63041 1
44236 44237 1
38372 38373 1
69783 69786 1
59863 59864 1
59863 59866 1
59863 59865 1
59863 59868 1
59863 59867 1
33964 33965 1
59863 59869 1
33964 33966 1
27783 28255 1
59863 59870 1
59863 59871 1
53844 53845 1
34078 34079 1
63929 63930 1
38967 38968 1
61284 61636 1
61284 61635 1
61284 61637 1
26385 26386 1
63040 63042 1
15524 29176 1
15524 29175 1
13455 13456 1
15958 15959 1
61489 61490 1
61489 61491 1
22165 27533 1
22165 27534 1
48759 49694 1
48759 49693 1
43746 43747 1
21608 3052 1
17405 51966 1
23180 23181 1
18726 18727 1
18726 18728 1
17405 51965 1
40041 40055 1
40041 40054 1
40041 40056 1
40041 40053 1
47124 47218 1
40041 40042 1
21528 21975 1
64477 64480 1
14820 15372 1
14820 15371 1
38810 38813 1
38810 38812 1
38810 38811 1
32265 43958 1
23677 9444 1
37109 7009 1
18763 7006 1
53612 53688 1
18648 71479 1
42021 62100 1
42021 62101 1
16705 71181 1
42130 42131 1
18648 71480 1
23544 9932 1
16705 71183 1
16705 71182 1
40566 4892 1
15546 2243 1
29782 29783 1
24301 32071 1
56401 56402 1
25096 25545 1
25096 25546 1
25096 25547 1
46444 46445 1
30401 30402 1
23796 62399 1
31860 31862 1
31860 31861 1
54006 67771 1
14476 14477 1
22507 4617 1
24003 5640 1
54976 54977 1
27623 5308 1
52501 67911 1
52501 67912 1
52501 67913 1
52501 67914 1
11166 29199 1
22002 25382 1
38334 4274 1
54976 54989 1
54006 67760 1
34439 34626 1
34439 34625 1
62763 62764 1
55692 55693 1
62763 62766 1
62763 62765 1
12469 12470 1
30673 59329 1
34299 4922 1
30673 59331 1
30673 59332 1
30673 59330 1
70700 70701 1
30673 59333 1
30673 59334 1
35621 35622 1
40928 41067 1
40928 41066 1
15152 15279 1
16791 18802 1
15152 15278 1
28132 28274 1
28132 28276 1
28132 28275 1
24195 32625 1
63430 63431 1
20907 22623 1
6318 8144 1
31626 31627 1
2385 59852 1
2385 59851 1
2385 59859 1
48854 48855 1
37194 37195 1
48854 48856 1
48854 48857 1
69640 69641 1
29291 29292 1
44202 4611 1
29291 29293 1
24885 24886 1
69640 69642 1
45465 45468 1
4260 762 1
15682 15913 1
15682 15916 1
15682 15917 1
15682 15914 1
15682 15915 1
32631 32632 1
32631 32633 1
8631 8639 1
8631 8635 1
8631 8636 1
8631 8637 1
8631 8638 1
8631 8632 1
8631 8633 1
8631 8634 1
8631 8641 1
8631 8640 1
18946 37566 1
18946 37565 1
24186 49259 1
8631 8644 1
8631 8642 1
8631 8643 1
29204 69304 1
29204 69303 1
29204 69306 1
29204 69305 1
27553 27554 1
13084 37738 1
64645 64646 1
21123 21124 1
5255 5256 1
5255 5257 1
2282 80 1
16663 58631 1
2282 90 1
50497 50951 1
50497 50950 1
5491 5932 1
5491 5933 1
5491 5934 1
17076 17077 1
52276 7088 1
24844 49902 1
10373 577 1
42021 62028 1
52010 52011 1
30673 59269 1
30673 59268 1
20804 58916 1
20804 58917 1
22417 9715 1
44307 9637 1
50497 50948 1
50497 50949 1
12395 30026 1
11107 28469 1
758 759 1
54433 54434 1
54433 54435 1
59090 59092 1
59090 59091 1
30062 30076 1
4062 838 1
55012 55014 1
55012 55015 1
55012 55013 1
4062 842 1
48055 48057 1
23796 62400 1
48055 48056 1
15475 58334 1
4301 4303 1
4301 4304 1
4301 4302 1
18971 18972 1
4301 4307 1
4301 4305 1
18971 18973 1
4301 4306 1
23570 23573 1
23570 23572 1
23570 23571 1
19642 44980 1
19642 44982 1
22256 23390 1
42021 62098 1
42021 62099 1
26543 26544 1
63863 63864 1
31860 31968 1
15152 15153 1
36957 37111 1
49983 49984 1
25522 25523 1
42021 62080 1
10712 25653 1
42021 62079 1
67078 67079 1
28747 44220 1
16761 30914 1
49206 49207 1
19465 19466 1
12013 12014 1
49439 9145 1
63936 63937 1
27026 27027 1
63936 63938 1
7203 7204 1
8022 8842 1
8022 8843 1
8022 8840 1
8022 8841 1
51832 53731 1
51832 53732 1
8022 8844 1
12539 18920 1
12539 18921 1
2385 59523 1
24309 25556 1
24309 25555 1
50366 50367 1
50366 50369 1
50366 50368 1
34720 34722 1
34720 34723 1
34720 34721 1
34720 34724 1
50366 50370 1
34720 34725 1
18015 18016 1
18015 18017 1
18015 18018 1
25842 4367 1
5255 5366 1
26005 26007 1
26005 26006 1
21845 6460 1
4574 4575 1
4574 4576 1
35906 35907 1
41783 41784 1
65386 65612 1
65386 65611 1
65386 65610 1
2385 59580 1
6390 6391 1
6390 6392 1
18750 18751 1
38104 65857 1
38104 65856 1
34303 34304 1
34303 34305 1
24023 50427 1
7897 7989 1
15546 15548 1
15546 15547 1
29608 4655 1
6211 6212 1
67244 67246 1
20640 20641 1
67244 67245 1
3431 57614 1
20640 20645 1
15712 69105 1
15712 69104 1
21556 21643 1
40928 41225 1
21697 21698 1
36463 36467 1
57314 57315 1
44220 62894 1
44220 62893 1
1164 69266 1
14220 51947 1
52501 67753 1
52501 67752 1
14220 51948 1
43264 4865 1
4180 825 1
36463 36466 1
36463 36465 1
27240 62598 1
36463 36464 1
27240 62597 1
32957 32958 1
42907 42908 1
66634 66635 1
50497 50633 1
2978 63558 1
50582 50583 1
2978 63559 1
65478 65479 1
16761 30884 1
71861 71862 1
16761 30882 1
16761 30883 1
16761 30881 1
22328 55076 1
65478 65480 1
45409 45412 1
69118 69119 1
24891 4205 1
22328 55085 1
45409 45411 1
45409 45410 1
54204 69741 1
54204 69740 1
19333 19334 1
19333 19335 1
13737 13738 1
20819 24650 1
9462 9466 1
20819 24651 1
46796 46797 1
67551 67552 1
5062 5063 1
4065 62499 1
5062 5064 1
19642 44842 1
19642 44843 1
19642 44841 1
8527 8529 1
8527 8528 1
47505 47506 1
47505 47508 1
47505 47507 1
42864 42865 1
44334 44335 1
6997 6998 1
24569 32227 1
20299 23280 1
46496 67839 1
48823 48824 1
46496 67836 1
46496 67837 1
46496 67838 1
4658 4662 1
4658 4661 1
4658 4660 1
4658 4659 1
2385 59644 1
2385 59643 1
63116 63117 1
12998 53448 1
12998 53449 1
41508 41509 1
68116 7968 1
60531 60532 1
11166 29200 1
11166 29201 1
64083 64084 1
24569 32297 1
10299 9821 1
20855 21038 1
26252 26304 1
23813 24817 1
23813 24816 1
13868 13869 1
2385 59698 1
2385 59699 1
41245 41246 1
41245 41247 1
22773 22774 1
22773 22775 1
41245 41259 1
41245 41258 1
41245 41257 1
41245 41256 1
41245 41255 1
22686 551 1
31198 50706 1
31198 50707 1
31198 50703 1
31198 50704 1
31198 50705 1
55882 65790 1
25412 39610 1
41245 41260 1
63210 63507 1
55882 65789 1
1653 1654 1
20158 20159 1
2513 2514 1
5429 8372 1
55406 55407 1
55406 55408 1
44491 44492 1
16141 16143 1
16141 16142 1
39095 39097 1
39095 39098 1
39095 39096 1
4065 62501 1
4065 62500 1
24943 24946 1
24943 24945 1
24943 24944 1
50497 50756 1
47476 47477 1
50497 50757 1
50497 50758 1
50497 50759 1
47476 47478 1
24943 24947 1
16087 16090 1
61370 61373 1
6891 6892 1
16087 16089 1
16087 16088 1
41245 41280 1
55368 55370 1
52043 52408 1
54366 60033 1
16008 16009 1
55368 55369 1
41685 45491 1
43099 62368 1
43099 62369 1
31699 31701 1
31699 31700 1
27090 4573 1
66189 66191 1
66189 66190 1
4283 4284 1
20312 3654 1
27783 5280 1
28982 29010 1
5003 5006 1
5003 5005 1
5003 5007 1
15622 6215 1
24375 24376 1
7358 7359 1
27073 27074 1
30916 30918 1
30916 30919 1
30916 30917 1
7358 7360 1
27073 27075 1
3136 3137 1
3136 3145 1
3136 3146 1
24375 24377 1
3136 3147 1
746 748 1
746 747 1
51916 51917 1
12154 12155 1
60359 787 1
19349 19372 1
19349 19370 1
19349 19371 1
47400 7238 1
13552 13553 1
13552 13554 1
46807 47027 1
46807 47026 1
12154 12156 1
57706 64453 1
46594 8234 1
35431 35433 1
35431 35434 1
35431 35432 1
66138 66487 1
70518 70519 1
21922 21923 1
21922 21925 1
21922 21924 1
65837 65838 1
51845 66472 1
51845 66473 1
33270 33272 1
33270 33273 1
33270 33271 1
19191 69772 1
52086 9392 1
7723 8062 1
7723 8061 1
17537 43274 1
16761 30297 1
14505 29031 1
40914 40915 1
35608 35894 1
35608 35893 1
35608 35892 1
71559 71561 1
64613 64615 1
71559 71560 1
64613 64614 1
2369 4343 1
2369 4344 1
2369 4342 1
2369 4345 1
10178 10179 1
52805 52806 1
52805 52807 1
31218 32968 1
13560 25115 1
37788 66474 1
66736 66737 1
36452 4143 1
13332 13333 1
5744 5746 1
5744 5745 1
31957 31958 1
42009 61313 1
42009 61314 1
12998 53199 1
38110 38111 1
15614 46243 1
5491 5494 1
5491 5493 1
13892 3691 1
5491 5492 1
63257 63348 1
63257 63343 1
29399 844 1
24612 24613 1
182 23088 1
28982 29094 1
37797 37798 1
43966 43967 1
28982 29086 1
35680 59732 1
43966 43968 1
28982 29084 1
62803 62804 1
24753 24754 1
41343 4825 1
20902 4225 1
46808 46811 1
46808 46810 1
28982 29046 1
46808 46809 1
21261 4222 1
55702 55703 1
7578 8503 1
2178 888 1
7578 8504 1
28982 29156 1
18042 45537 1
3952 3953 1
9149 9152 1
9149 9150 1
9149 9151 1
30294 8014 1
37875 64952 1
40058 40059 1
45192 45195 1
15053 15054 1
34854 46718 1
34854 46717 1
15414 15415 1
50464 50467 1
50464 50466 1
22420 25509 1
29379 29380 1
24954 24955 1
50464 50465 1
18369 46355 1
70475 70476 1
18042 45539 1
4234 8662 1
18042 45538 1
16717 16718 1
4234 8665 1
4234 8664 1
4234 8663 1
31271 60447 1
18042 45540 1
31181 31246 1
31181 31253 1
31181 31252 1
31181 31251 1
69633 69634 1
21020 21254 1
21651 44114 1
33266 33267 1
2371 51315 1
2371 51316 1
39965 48572 1
14841 70156 1
21280 22368 1
34854 46783 1
34854 46784 1
65095 65096 1
23255 37254 1
13033 21379 1
29394 50261 1
3923 48476 1
64762 64765 1
64762 64764 1
64762 64763 1
36752 36782 1
15614 46197 1
2127 2130 1
12797 12798 1
16076 16077 1
2127 2129 1
16076 16078 1
2127 2128 1
42667 42669 1
42667 42668 1
56176 56177 1
17738 22995 1
16558 16559 1
13803 14039 1
16558 16560 1
13803 14038 1
16101 25054 1
4018 4030 1
4018 4029 1
17278 58950 1
17278 58949 1
17278 58947 1
17278 58948 1
17537 43113 1
21233 32168 1
21233 32167 1
61500 69765 1
17537 43114 1
66645 66646 1
69002 69003 1
55509 55510 1
54990 65529 1
54990 65527 1
54990 65528 1
13992 14006 1
39952 61156 1
66517 66519 1
66517 66518 1
28982 29166 1
4122 42673 1
28982 29194 1
28982 29193 1
65288 65289 1
23203 2929 1
36752 36753 1
48982 64878 1
16761 30419 1
49860 49862 1
17699 63714 1
49860 49861 1
17699 63716 1
17699 63715 1
7325 7326 1
7325 7327 1
17699 63717 1
57725 57775 1
57725 57772 1
57725 57778 1
57725 57777 1
6877 6878 1
16766 17233 1
16766 17234 1
8800 8801 1
12395 18678 1
12395 18677 1
54721 5829 1
20410 24424 1
48951 48952 1
33299 33300 1
7669 7713 1
31816 31817 1
51148 51151 1
51148 51150 1
28982 29258 1
28982 29259 1
20868 21530 1
51148 51149 1
29017 3978 1
29017 3977 1
23154 31286 1
49842 49843 1
49842 49844 1
42194 42195 1
50366 50846 1
50366 50845 1
50366 50844 1
50366 50843 1
50366 50847 1
16798 70809 1
7593 7598 1
7593 7597 1
7593 7594 1
7593 7596 1
7593 7595 1
26160 26161 1
7669 7761 1
20821 25036 1
16798 70811 1
21651 44229 1
56013 58952 1
16798 70810 1
32441 32444 1
34854 46408 1
32441 32443 1
32441 32442 1
34666 70999 1
34666 70995 1
36460 40018 1
24023 50818 1
11318 8658 1
29668 56420 1
29668 56421 1
1639 1640 1
49686 49687 1
54721 5831 1
29668 56419 1
54298 69498 1
54298 69497 1
61500 69975 1
3034 36612 1
18192 40754 1
16761 30420 1
16761 30421 1
30703 30724 1
22328 55513 1
27971 27972 1
27971 27973 1
10907 60820 1
22701 22702 1
22701 22703 1
22701 22704 1
22328 55511 1
22701 22705 1
22328 55512 1
22701 22706 1
22701 22707 1
68887 68888 1
2252 2253 1
49382 8912 1
41418 4601 1
67255 8337 1
16798 70786 1
16798 70785 1
44259 4617 1
5911 6100 1
32182 32671 1
13803 14370 1
35667 35668 1
47930 47931 1
28470 56292 1
28470 56293 1
18116 18119 1
18116 18118 1
41918 42021 1
18116 18117 1
41550 41551 1
33803 53141 1
33803 53143 1
306 4671 1
61896 61901 1
28040 32186 1
61896 61900 1
20821 25117 1
12320 36309 1
20383 21546 1
58441 58464 1
58441 58463 1
21630 22735 1
6568 66641 1
6568 66642 1
30909 30910 1
30909 30911 1
27884 27885 1
14651 15058 1
14651 15059 1
14651 15056 1
14651 15057 1
14651 15055 1
5683 5684 1
5683 5685 1
60150 60158 1
60150 60159 1
60150 60151 1
21168 4284 1
34852 34854 1
34852 34855 1
34852 34853 1
1904 1905 1
58085 8475 1
21082 21135 1
21082 21134 1
23596 23597 1
54211 54879 1
65030 65031 1
19597 4361 1
71382 71383 1
70877 70878 1
28982 29322 1
20868 21627 1
37141 4282 1
14093 14845 1
70877 70884 1
70877 70883 1
70877 70882 1
70877 70881 1
70877 70880 1
28982 29330 1
242 244 1
70877 70879 1
242 243 1
40700 40701 1
65370 65371 1
653 654 1
69598 7078 1
22678 24636 1
7612 7616 1
7612 7615 1
7612 7614 1
7612 7613 1
28982 29360 1
13885 14697 1
13885 14694 1
13885 14693 1
13885 14696 1
13885 14695 1
4363 4916 1
26968 26969 1
6853 6855 1
6853 6854 1
26968 26970 1
15695 15696 1
27011 27013 1
3971 3972 1
27011 27012 1
67508 67509 1
24739 3194 1
70228 70229 1
26731 40654 1
26731 40653 1
21089 23929 1
9325 9326 1
9325 9328 1
9325 9327 1
69927 69928 1
31153 3788 1
71234 71323 1
18192 40643 1
18192 40642 1
35304 3990 1
41674 69029 1
30555 30556 1
30555 30557 1
43875 49949 1
65710 65711 1
50758 50759 1
65710 65712 1
21204 23000 1
21459 21461 1
21459 21460 1
8881 8882 1
32037 3691 1
42575 42577 1
42575 42576 1
68510 68511 1
25669 25671 1
25669 25670 1
33665 33666 1
34477 3648 1
19403 19404 1
21477 24075 1
69926 69927 1
69926 69928 1
50366 50652 1
50366 50653 1
19403 19405 1
25018 25019 1
50366 50651 1
50366 50650 1
40722 67024 1
13803 14263 1
13803 14262 1
40722 67023 1
13803 14265 1
13803 14264 1
13803 14266 1
50366 50649 1
48344 52975 1
48344 52976 1
48344 52977 1
61896 61897 1
61896 61898 1
61896 61899 1
61121 61122 1
61121 61123 1
61121 61124 1
40760 40761 1
15311 15312 1
34853 34855 1
34853 34854 1
20868 21599 1
48344 52991 1
13803 14224 1
13803 14225 1
13803 14222 1
13803 14223 1
646 647 1
67186 69232 1
67186 69230 1
67186 69231 1
62348 62349 1
57817 57820 1
53669 53671 1
53669 53670 1
53669 53672 1
18824 18825 1
18824 18826 1
57817 57818 1
45566 45567 1
57817 57819 1
28406 5829 1
33897 33898 1
45290 48365 1
45290 48366 1
43099 62775 1
56460 68919 1
56460 68918 1
27111 27654 1
1763 1764 1
41506 69059 1
4563 59623 1
3151 3152 1
29925 29926 1
64466 64467 1
43053 8105 1
6994 6996 1
6994 6995 1
45071 56812 1
45071 56813 1
13033 43840 1
13033 43841 1
38673 38674 1
4563 59662 1
38673 38675 1
38673 38676 1
38673 38677 1
38942 5921 1
2102 2103 1
2102 2104 1
20358 20359 1
40793 40794 1
62547 62550 1
43777 43778 1
62547 62549 1
62547 62548 1
52640 52641 1
58185 58272 1
17920 19982 1
17920 19983 1
53196 53197 1
21748 21749 1
20369 65824 1
20250 23699 1
6389 6391 1
6389 6390 1
6389 6392 1
33609 8854 1
38341 38342 1
1372 9158 1
1372 9157 1
12698 12699 1
58203 58204 1
58203 58205 1
21070 31155 1
55896 55900 1
120 121 1
2690 2748 1
2690 2749 1
53360 53361 1
15342 15343 1
53892 53893 1
15342 15344 1
15342 15345 1
45198 45199 1
33581 33582 1
120 122 1
1176 1178 1
1176 1177 1
47507 47578 1
12469 35089 1
47507 47577 1
47507 47576 1
71214 71216 1
71214 71215 1
23315 23322 1
23315 23323 1
23315 23324 1
55661 55662 1
23315 23325 1
55661 55663 1
23315 23326 1
55661 55664 1
55661 55665 1
23315 23320 1
23315 23321 1
56184 56186 1
56184 56185 1
10095 44127 1
23315 23317 1
10095 44129 1
23315 23318 1
23315 23316 1
23315 23319 1
69870 70224 1
69870 70225 1
59947 59967 1
20449 20450 1
218 38978 1
218 38977 1
47507 47508 1
47507 47515 1
12698 12700 1
56216 61497 1
19082 19083 1
55435 55439 1
27979 27980 1
27979 27981 1
16980 281 1
42575 42691 1
55435 55437 1
55435 55438 1
55435 55436 1
4563 59608 1
12566 12753 1
12566 12752 1
12566 12751 1
21897 21898 1
8150 8151 1
9448 9449 1
12566 12772 1
18261 7120 1
14511 9992 1
31128 46545 1
18823 18824 1
18823 18825 1
18823 18826 1
8541 8542 1
8541 8543 1
48040 48041 1
20490 23435 1
56829 9328 1
4563 59509 1
7534 7535 1
7534 7536 1
4563 59505 1
4563 59508 1
4563 59510 1
44832 44845 1
44832 44846 1
43099 62881 1
43099 62880 1
16206 6087 1
44832 44844 1
44832 44837 1
44832 44833 1
43099 62869 1
57142 57143 1
43099 62864 1
2804 62879 1
43099 62867 1
43099 62868 1
43099 62865 1
43099 62866 1
2804 62878 1
61498 61499 1
14812 14813 1
14812 14814 1
43363 43364 1
11411 11412 1
43099 62870 1
20432 22476 1
7551 7552 1
40445 40449 1
40445 40448 1
7551 7554 1
40445 40447 1
7551 7553 1
40445 40446 1
14326 51910 1
7669 7671 1
7669 7670 1
10617 8658 1
63230 63232 1
63230 63231 1
40445 40452 1
50595 50596 1
40445 40453 1
4563 59567 1
70032 70261 1
70032 70262 1
70032 70263 1
6478 6479 1
4563 59579 1
30183 30184 1
13832 67949 1
13832 67948 1
4563 59574 1
4563 59589 1
65150 9032 1
24750 4284 1
139 13972 1
4563 59597 1
11679 11680 1
21477 24773 1
44832 44860 1
44832 44863 1
44832 44865 1
12600 54926 1
22223 22224 1
22223 22225 1
21608 25385 1
44832 44859 1
44832 44858 1
54369 67819 1
3995 3996 1
4085 4120 1
5113 5114 1
30183 30189 1
30183 30188 1
30183 30187 1
24682 51165 1
30183 30186 1
30183 30185 1
28738 9055 1
6313 6314 1
50149 51296 1
4264 4906 1
6820 6821 1
6820 6822 1
14924 56227 1
6824 6825 1
20868 21396 1
9301 9302 1
19587 4157 1
5538 59318 1
5538 59317 1
5538 59316 1
5538 59315 1
47135 47138 1
47135 47137 1
47135 47136 1
20724 20725 1
29680 70963 1
63921 63922 1
63921 63923 1
14718 14719 1
59274 59276 1
59274 59277 1
59274 59278 1
14718 14720 1
59274 59275 1
56805 56806 1
23699 39697 1
63813 63814 1
11212 4014 1
2145 39319 1
3692 4161 1
3692 4162 1
47265 47266 1
2690 2691 1
14326 51957 1
2145 39320 1
23699 39664 1
67226 67229 1
67226 67228 1
67226 67227 1
26205 26206 1
26205 26220 1
32757 32758 1
32757 32759 1
46688 48003 1
67226 67230 1
46688 48004 1
46688 48005 1
14630 14632 1
14630 14631 1
15977 15978 1
41180 53325 1
34158 34910 1
34707 34710 1
62963 67973 1
34707 34708 1
34707 34709 1
29122 29123 1
8405 8406 1
36939 36940 1
17837 17838 1
34158 34909 1
34158 34908 1
34158 34907 1
4563 59879 1
61174 61175 1
6308 6309 1
43221 51833 1
8729 8730 1
8729 8731 1
43435 43517 1
43435 43518 1
18575 6655 1
52495 52496 1
18575 6656 1
4563 59861 1
4563 59860 1
50958 50960 1
50958 50962 1
50958 50961 1
50958 50959 1
65421 65422 1
18393 18395 1
18393 18394 1
62373 64869 1
20519 62901 1
63790 63791 1
8730 8731 1
44390 44391 1
30553 30554 1
65702 65703 1
15818 9228 1
21939 21940 1
70730 70731 1
70730 70732 1
41125 41126 1
51176 51177 1
51176 51179 1
51176 51178 1
58253 58255 1
55023 55027 1
55023 55026 1
55023 55025 1
55023 55024 1
58253 58254 1
12814 69848 1
12814 69849 1
41125 41127 1
9157 9158 1
12814 69850 1
25032 25033 1
28327 28329 1
28327 28328 1
32267 32268 1
63208 63209 1
2797 4137 1
2797 4138 1
4627 4629 1
4627 4628 1
46486 6748 1
4363 4507 1
21579 49911 1
24317 9932 1
63172 63174 1
63172 63175 1
22797 22799 1
22797 22798 1
48627 48629 1
70030 70804 1
48627 48628 1
32885 62137 1
63172 63173 1
32885 62136 1
48627 48630 1
18383 7693 1
28588 5382 1
17366 17967 1
15962 15963 1
25391 9671 1
26154 26252 1
4563 59840 1
4563 59841 1
4563 59844 1
4563 59839 1
26053 26094 1
26053 26096 1
26053 26095 1
30227 30923 1
15971 15972 1
17537 43046 1
64729 64730 1
2032 49757 1
34663 34664 1
20490 23389 1
26053 26054 1
26053 26055 1
12566 12921 1
41991 42001 1
41991 42000 1
12566 12922 1
56342 56446 1
53709 53711 1
53709 53710 1
14093 14476 1
14093 14477 1
7911 7912 1
11960 11961 1
48031 48032 1
11960 11962 1
30124 36271 1
15035 5537 1
4234 8417 1
66138 66139 1
38737 38738 1
20490 23206 1
17510 17511 1
66138 66141 1
66138 66140 1
30124 36272 1
67983 67984 1
67983 67985 1
29680 70681 1
63172 63215 1
63172 63216 1
63172 63217 1
21843 6460 1
44004 602 1
36895 36896 1
36895 36897 1
23639 23640 1
23639 23641 1
42674 71 1
58520 58521 1
36853 36854 1
49638 49639 1
39952 61320 1
55822 55861 1
45082 45083 1
39952 61319 1
41261 41270 1
41261 41269 1
41261 41262 1
41261 41263 1
41261 41264 1
41261 41265 1
41261 41266 1
41261 41267 1
41261 41268 1
42856 42859 1
42856 42858 1
58365 58366 1
42856 42857 1
28588 5489 1
30367 30368 1
14401 23032 1
70227 70229 1
70227 70228 1
4030 955 1
70904 70905 1
51887 54913 1
14608 14609 1
15078 6631 1
62767 62768 1
34984 36506 1
25666 45507 1
14015 1721 1
53703 54542 1
53703 54543 1
53703 54544 1
53703 54541 1
54054 54055 1
3981 58571 1
56460 68920 1
1255 13043 1
23153 3970 1
23153 3978 1
55896 55899 1
55896 55898 1
55896 55897 1
20868 21199 1
57246 57247 1
12834 34102 1
6187 6189 1
6187 6188 1
26053 26191 1
38856 38857 1
20907 22021 1
20907 22020 1
32616 32618 1
40088 40089 1
39967 39969 1
32616 32619 1
39967 39968 1
32616 32617 1
312 313 1
32616 32620 1
32616 32621 1
32616 32622 1
8426 8427 1
20282 20283 1
13713 13714 1
26996 26998 1
26996 26997 1
55872 62755 1
45914 45915 1
36992 58447 1
19549 19618 1
21175 21176 1
16656 25802 1
56037 56038 1
4126 49744 1
21954 23385 1
16656 25811 1
46970 46971 1
46970 46972 1
46048 46049 1
14862 35557 1
53528 54691 1
9450 9451 1
53528 54692 1
53528 54690 1
19872 19874 1
19872 19873 1
16823 16824 1
65705 65706 1
53528 54689 1
58916 58917 1
63588 68221 1
30786 31053 1
32225 6215 1
50165 50166 1
1621 1625 1
1621 1624 1
1621 1623 1
1621 1622 1
39884 891 1
39884 890 1
17498 17499 1
2781 5926 1
2781 5925 1
2781 5924 1
36781 36857 1
36781 36858 1
55194 55286 1
7287 7288 1
7287 7289 1
2546 2855 1
30263 62035 1
30263 62036 1
30263 62037 1
3508 3509 1
28918 28919 1
36314 644 1
69627 69629 1
69627 69628 1
16171 16173 1
16171 16172 1
28444 28445 1
56900 56901 1
10310 16895 1
23230 40507 1
23230 40505 1
23230 40506 1
23230 40504 1
54759 54761 1
54759 54760 1
2593 914 1
33287 3439 1
50894 50895 1
2061 3462 1
14826 15035 1
6194 6195 1
25215 60957 1
25215 60958 1
20671 21045 1
11332 11333 1
11332 11334 1
21946 22699 1
45635 49970 1
22306 46309 1
22306 46308 1
2921 2922 1
22306 46310 1
22306 46318 1
22306 46319 1
62072 62073 1
50260 6448 1
19034 3003 1
22306 46320 1
3113 3114 1
22306 46342 1
22306 46341 1
33287 3451 1
66584 66587 1
66584 66586 1
66584 66585 1
59818 59819 1
22306 46356 1
22306 46357 1
71619 71620 1
32537 50901 1
32537 50900 1
58033 58034 1
58033 58035 1
7930 7931 1
4028 9681 1
26497 2856 1
21312 58908 1
54070 6111 1
54070 6114 1
21162 22021 1
21162 22020 1
70783 70784 1
24761 46397 1
1868 1869 1
63588 68100 1
24761 46398 1
18691 69839 1
18691 69838 1
18691 69837 1
32251 33050 1
32251 33051 1
60930 818 1
53849 8016 1
20500 20501 1
36965 69155 1
62435 62436 1
2576 2578 1
2576 2577 1
56455 56456 1
10563 10571 1
10563 10570 1
21250 24367 1
38007 38317 1
19967 37266 1
38007 38316 1
10563 10566 1
10563 10565 1
10563 10568 1
10563 10567 1
10563 10569 1
15730 52697 1
10563 10564 1
3885 62425 1
3885 62424 1
3885 62423 1
22518 22949 1
16884 20133 1
16884 20134 1
16884 20131 1
30456 30457 1
16884 20132 1
19549 19556 1
70129 70130 1
21464 21995 1
21995 31531 1
21995 31530 1
19549 19550 1
21995 31533 1
21995 31532 1
25215 60880 1
25215 60882 1
25215 60881 1
25215 60883 1
59409 59411 1
59409 59410 1
25215 60879 1
14200 51755 1
14200 51756 1
20987 20988 1
20987 20989 1
14021 14022 1
58774 6071 1
14344 25570 1
38367 38369 1
55194 55199 1
55194 55198 1
38367 38370 1
25523 58936 1
2065 3771 1
22518 22870 1
24800 9995 1
17383 69676 1
53432 53433 1
53432 53434 1
17498 17502 1
17498 17501 1
17498 17500 1
50382 58885 1
10310 16784 1
25137 25138 1
26470 26471 1
21988 24486 1
23795 50121 1
22044 9566 1
10310 16725 1
10310 16726 1
3885 62342 1
22306 46207 1
18671 547 1
20163 20164 1
7689 7999 1
38147 38149 1
30047 54754 1
12641 22917 1
3873 3874 1
66903 66904 1
70780 70917 1
18132 18133 1
7367 7368 1
1776 1777 1
38147 38148 1
41275 41277 1
1477 1478 1
41275 41276 1
6937 7200 1
47723 47724 1
45837 50096 1
2065 71006 1
20443 20878 1
30586 30587 1
67490 67862 1
119 3167 1
54217 54220 1
37979 37980 1
54217 54219 1
54217 54218 1
37368 37498 1
37368 37493 1
37368 37492 1
11748 8658 1
37368 37494 1
37368 37497 1
8906 8908 1
8906 8909 1
8906 8907 1
47154 51635 1
21838 21839 1
8906 8910 1
14367 39253 1
14367 39254 1
21838 21840 1
27225 27226 1
34463 5144 1
16492 16493 1
16492 16494 1
16492 16495 1
6859 6862 1
6859 6860 1
6859 6861 1
9155 9156 1
18152 54840 1
31664 46488 1
36819 4799 1
20081 20082 1
44901 45007 1
44901 45006 1
36 4143 1
20274 20275 1
4297 4298 1
26038 26252 1
4297 4299 1
26038 26253 1
42016 62202 1
42016 62201 1
42016 62200 1
432 433 1
50382 58825 1
50382 58823 1
50382 58824 1
26038 26212 1
42016 62203 1
48880 48881 1
71924 71925 1
11836 11837 1
19498 19656 1
13180 13181 1
20883 20884 1
28418 28419 1
30873 30874 1
43898 43899 1
45469 45712 1
45469 45713 1
15466 17404 1
27022 62258 1
19498 19635 1
65617 65619 1
65617 65618 1
57067 57068 1
44483 44484 1
44901 45027 1
6839 6840 1
69767 69922 1
69767 69921 1
182 22937 1
944 945 1
13788 13789 1
22569 49254 1
22569 49255 1
22569 49256 1
22569 49257 1
22569 49253 1
15969 59253 1
38367 38368 1
